 X	PSI		Ne	Te	Zeff	SigmaH	 Stotal		NSL		Power	LinIonDens
 30.4012	0.285554		1.023e+020	13.7875	1.68358		6.63922e-017	6.64654e-021		3.13804	0.0433676	0.0294874
 30.4112	0.286972		1.023e+020	13.7399	1.68339		6.6414e-017	6.6487e-021		3.14484	0.0430736	0.029297
 30.4212	0.288381		1.023e+020	13.6926	1.68319		6.64358e-017	6.65085e-021		3.15165	0.0427816	0.0291078
 30.4312	0.289783		1.023e+020	13.6456	1.683		6.64575e-017	6.65299e-021		3.15845	0.0424914	0.0289197
 30.4412	0.291176		1.023e+020	13.5988	1.68281		6.64791e-017	6.65514e-021		3.16526	0.0422031	0.0287327
 30.4512	0.292561		1.023e+020	13.5523	1.68262		6.65008e-017	6.65727e-021		3.17207	0.0419166	0.0285469
 30.4612	0.293938		1.023e+020	13.5061	1.68243		6.65223e-017	6.65941e-021		3.17888	0.0416321	0.0283621
 30.4712	0.295306		1.023e+020	13.4602	1.68225		6.65439e-017	6.66154e-021		3.1857	0.0413493	0.0281785
 30.4812	0.296666		1.023e+020	13.4146	1.68206		6.65653e-017	6.66366e-021		3.19252	0.0410684	0.027996
 30.4912	0.298018		1.023e+020	13.3821	1.682		6.65807e-017	6.66518e-021		3.19934	0.0407893	0.0278121
 30.5012	0.299362		1.023e+020	13.3559	1.682		6.6593e-017	6.6664e-021		3.20615	0.0405121	0.0276281
 30.5112	0.300698		1.023e+020	13.3299	1.682		6.66054e-017	6.66762e-021		3.21298	0.0402367	0.0274454
 30.5212	0.302034		1.023e+020	13.3038	1.682		6.66178e-017	6.66885e-021		3.2198	0.0399631	0.0272638
 30.5312	0.303409		1.023e+020	13.2771	1.682		6.66305e-017	6.67011e-021		3.22662	0.0396914	0.0270835
 30.5412	0.304775		1.023e+020	13.2504	1.682		6.66432e-017	6.67137e-021		3.23345	0.0394214	0.0269043
 30.5512	0.306133		1.023e+020	13.224	1.682		6.66559e-017	6.67262e-021		3.24027	0.0391532	0.0267263
 30.5612	0.307481		1.023e+020	13.1977	1.682		6.66685e-017	6.67386e-021		3.2471	0.0388868	0.0265494
 30.5712	0.308821		1.023e+020	13.1716	1.682		6.6681e-017	6.67511e-021		3.25393	0.0386222	0.0263737
 30.5812	0.310153		1.023e+020	13.1456	1.682		6.66935e-017	6.67634e-021		3.26076	0.0383593	0.026199
 30.5912	0.311475		1.023e+020	13.1199	1.682		6.6706e-017	6.67757e-021		3.26759	0.0380982	0.0260254
 30.6012	0.312789		1.023e+020	13.0943	1.682		6.67184e-017	6.6788e-021		3.27442	0.0378387	0.025853
 30.6112	0.314094		1.023e+020	13.0688	1.682		6.67307e-017	6.68002e-021		3.28126	0.037581	0.0256816
 30.6212	0.315391		1.023e+020	13.0436	1.682		6.6743e-017	6.68123e-021		3.28809	0.0373251	0.0255113
 30.6312	0.316678		1.023e+020	13.0179	1.68199		6.67555e-017	6.68247e-021		3.29493	0.0370708	0.0253422
 30.6412	0.317957		1.023e+020	12.9838	1.68191		6.67721e-017	6.68412e-021		3.30176	0.0368181	0.0251757
 30.6512	0.319227		1.023e+020	12.9498	1.68182		6.67887e-017	6.68576e-021		3.3086	0.0365672	0.0250102
 30.6612	0.320488		1.023e+020	12.9161	1.68173		6.68053e-017	6.6874e-021		3.31545	0.0363179	0.0248458
 30.6712	0.321741		1.023e+020	12.8827	1.68165		6.68217e-017	6.68902e-021		3.32229	0.0360702	0.0246824
 30.6812	0.322984		1.023e+020	12.8495	1.68156		6.68382e-017	6.69065e-021		3.32913	0.0358242	0.02452
 30.6912	0.324219		1.023e+020	12.8165	1.68148		6.68545e-017	6.69226e-021		3.33598	0.0355797	0.0243586
 30.7012	0.325444		1.023e+020	12.7837	1.68139		6.68707e-017	6.69387e-021		3.34283	0.0353369	0.0241981
 30.7112	0.326661		1.023e+020	12.7512	1.68131		6.68869e-017	6.69547e-021		3.34968	0.0350957	0.0240387
 30.7212	0.327869		1.023e+020	12.719	1.68123		6.69031e-017	6.69707e-021		3.35653	0.0348561	0.0238803
 30.7312	0.329081		1.023e+020	12.6866	1.68115		6.69193e-017	6.69867e-021		3.36338	0.0346181	0.0237229
 30.7412	0.330315		1.023e+020	12.6536	1.68106		6.69358e-017	6.70031e-021		3.37023	0.0343816	0.0235666
 30.7512	0.331539		1.023e+020	12.6232	1.68098		6.69512e-017	6.70183e-021		3.37709	0.0341467	0.0234109
 30.7612	0.332754		1.023e+020	12.5988	1.68092		6.69635e-017	6.70305e-021		3.38395	0.0339133	0.0232551
 30.7712	0.333959		1.023e+020	12.5745	1.68086		6.69758e-017	6.70426e-021		3.39081	0.0336815	0.0231003
 30.7812	0.335156		1.023e+020	12.5505	1.6808		6.6988e-017	6.70547e-021		3.39767	0.0334513	0.0229466
 30.7912	0.336343		1.023e+020	12.5266	1.68073		6.70001e-017	6.70667e-021		3.40453	0.0332225	0.0227937
 30.8012	0.33752		1.023e+020	12.5029	1.68067		6.70121e-017	6.70786e-021		3.41139	0.0329953	0.0226419
 30.8112	0.338689		1.023e+020	12.4794	1.68061		6.70241e-017	6.70905e-021		3.41825	0.0327697	0.022491
 30.8212	0.339848		1.023e+020	12.4561	1.68055		6.7036e-017	6.71023e-021		3.42512	0.0325455	0.0223411
 30.8312	0.340998		1.023e+020	12.433	1.68049		6.70479e-017	6.7114e-021		3.43198	0.0323228	0.0221921
 30.8412	0.342138		1.023e+020	12.4101	1.68044		6.70597e-017	6.71257e-021		3.43885	0.0321016	0.022044
 30.8512	0.343269		1.023e+020	12.3874	1.68038		6.70714e-017	6.71373e-021		3.44572	0.0318819	0.0218969
 30.8612	0.344391		1.023e+020	12.3648	1.68032		6.7083e-017	6.71488e-021		3.45259	0.0316636	0.0217507
 30.8712	0.345503		1.023e+020	12.3425	1.68026		6.70945e-017	6.71602e-021		3.45946	0.0314468	0.0216055
 30.8812	0.346606		1.023e+020	12.3203	1.68021		6.7106e-017	6.71716e-021		3.46633	0.0312315	0.0214612
 30.8912	0.3477		1.023e+020	12.2983	1.68015		6.71174e-017	6.71828e-021		3.4732	0.0310176	0.0213178
 30.9012	0.348784		1.023e+020	12.2765	1.68009		6.71288e-017	6.71941e-021		3.48008	0.0308051	0.0211753
 30.9112	0.349859		1.023e+020	12.2549	1.68004		6.714e-017	6.72052e-021		3.48695	0.030594	0.0210337
 30.9212	0.350924		1.023e+020	12.2314	1.68		6.71523e-017	6.72173e-021		3.49383	0.0303844	0.0208933
 30.9312	0.35198		1.023e+020	12.2034	1.68		6.71669e-017	6.72318e-021		3.5007	0.0301761	0.0207546
 30.9412	0.353026		1.023e+020	12.1756	1.68		6.71815e-017	6.72462e-021		3.50758	0.0299692	0.0206167
 30.9512	0.354063		1.023e+020	12.1481	1.68		6.71959e-017	6.72606e-021		3.51447	0.0297637	0.0204797
 30.9612	0.355091		1.023e+020	12.1209	1.68		6.72103e-017	6.72748e-021		3.52135	0.0295596	0.0203435
 30.9712	0.356109		1.023e+020	12.0939	1.68		6.72246e-017	6.72889e-021		3.52823	0.0293568	0.0202082
 30.9812	0.357133		1.023e+020	12.0667	1.68		6.7239e-017	6.73032e-021		3.53512	0.0291554	0.0200738
 30.9912	0.358163		1.023e+020	12.0394	1.68		6.72535e-017	6.73175e-021		3.542	0.0289553	0.0199403
 31.0012	0.359183		1.023e+020	12.0123	1.68		6.72679e-017	6.73318e-021		3.54889	0.0287565	0.0198076
 31.0112	0.360193		1.023e+020	11.9855	1.68		6.72822e-017	6.73459e-021		3.55578	0.0285591	0.0196758
 31.0212	0.361193		1.023e+020	11.959	1.68		6.72964e-017	6.736e-021		3.56267	0.028363	0.0195447
 31.0312	0.362184		1.023e+020	11.9327	1.68		6.73105e-017	6.7374e-021		3.56956	0.0281681	0.0194145
 31.0412	0.363164		1.023e+020	11.9067	1.68		6.73245e-017	6.73878e-021		3.57646	0.0279746	0.0192851
 31.0512	0.364135		1.023e+020	11.8809	1.68		6.73384e-017	6.74015e-021		3.58335	0.0277824	0.0191565
 31.0612	0.365096		1.023e+020	11.8554	1.68		6.73521e-017	6.74152e-021		3.59025	0.0275915	0.0190287
 31.0712	0.366047		1.023e+020	11.835	1.67992		6.73632e-017	6.74261e-021		3.59715	0.0274018	0.0189009
 31.0812	0.366988		1.023e+020	11.8161	1.67983		6.73734e-017	6.74363e-021		3.60405	0.0272134	0.0187738
 31.0912	0.36792		1.023e+020	11.7973	1.67973		6.73836e-017	6.74464e-021		3.61095	0.0270263	0.0186475
 31.1012	0.368841		1.023e+020	11.7788	1.67963		6.73937e-017	6.74564e-021		3.61785	0.0268404	0.018522
 31.1112	0.369753		1.023e+020	11.7605	1.67954		6.74037e-017	6.74662e-021		3.62475	0.0266558	0.0183973
 31.1212	0.370654		1.023e+020	11.7424	1.67945		6.74136e-017	6.7476e-021		3.63165	0.0264725	0.0182734
 31.1312	0.371546		1.023e+020	11.7244	1.67936		6.74234e-017	6.74858e-021		3.63855	0.0262903	0.0181503
 31.1412	0.372427		1.023e+020	11.7067	1.67927		6.74331e-017	6.74954e-021		3.64546	0.0261094	0.018028
 31.1512	0.373299		1.023e+020	11.6892	1.67918		6.74427e-017	6.75049e-021		3.65236	0.0259297	0.0179064
 31.1612	0.374161		1.023e+020	11.6719	1.67909		6.74523e-017	6.75143e-021		3.65927	0.0257513	0.0177857
 31.1712	0.375013		1.023e+020	11.6547	1.679		6.74617e-017	6.75237e-021		3.66618	0.025574	0.0176657
 31.1812	0.375855		1.023e+020	11.6378	1.67891		6.7471e-017	6.75329e-021		3.67309	0.0253979	0.0175465
 31.1912	0.376686		1.023e+020	11.6211	1.67883		6.74803e-017	6.75421e-021		3.68	0.025223	0.017428
 31.2012	0.377508		1.023e+020	11.6046	1.67874		6.74894e-017	6.75511e-021		3.68691	0.0250493	0.0173103
 31.2112	0.37832		1.023e+020	11.5883	1.67866		6.74985e-017	6.75601e-021		3.69382	0.0248768	0.0171934
 31.2212	0.379122		1.023e+020	11.5721	1.67858		6.75074e-017	6.7569e-021		3.70073	0.0247054	0.0170772
 31.2312	0.379914		1.023e+020	11.5562	1.67849		6.75163e-017	6.75777e-021		3.70764	0.0245352	0.0169617
 31.2412	0.380696		1.023e+020	11.5405	1.67841		6.7525e-017	6.75864e-021		3.71456	0.0243662	0.016847
 31.2512	0.381467		1.023e+020	11.525	1.67833		6.75337e-017	6.7595e-021		3.72147	0.0241983	0.016733
 31.2612	0.382229		1.023e+020	11.5097	1.67825		6.75422e-017	6.76034e-021		3.72839	0.0240315	0.0166198
 31.2712	0.382981		1.023e+020	11.4946	1.67818		6.75507e-017	6.76118e-021		3.73531	0.0238659	0.0165073
 31.2812	0.383722		1.023e+020	11.4797	1.6781		6.7559e-017	6.76201e-021		3.74222	0.0237013	0.0163955
 31.2912	0.384454		1.023e+020	11.4649	1.67803		6.75673e-017	6.76282e-021		3.74914	0.0235379	0.0162844
 31.3012	0.385176		1.023e+020	11.4473	1.678		6.75772e-017	6.76381e-021		3.75606	0.0233756	0.0161745
 31.3112	0.385901		1.023e+020	11.4279	1.678		6.75881e-017	6.76489e-021		3.76298	0.0232144	0.0160655
 31.3212	0.38662		1.023e+020	11.4087	1.678		6.75989e-017	6.76596e-021		3.7699	0.0230543	0.0159572
 31.3312	0.387329		1.023e+020	11.3898	1.678		6.76096e-017	6.76702e-021		3.77683	0.0228952	0.0158496
 31.3412	0.388028		1.023e+020	11.3711	1.678		6.76202e-017	6.76807e-021		3.78375	0.0227373	0.0157427
 31.3512	0.388716		1.023e+020	11.3527	1.678		6.76306e-017	6.7691e-021		3.79067	0.0225804	0.0156364
 31.3612	0.389394		1.023e+020	11.3346	1.678		6.76409e-017	6.77012e-021		3.7976	0.0224245	0.0155308
 31.3712	0.390062		1.023e+020	11.3168	1.678		6.76511e-017	6.77112e-021		3.80453	0.0222697	0.0154259
 31.3812	0.390719		1.023e+020	11.2992	1.678		6.76611e-017	6.77211e-021		3.81146	0.022116	0.0153217
 31.3912	0.391366		1.023e+020	11.2819	1.678		6.76709e-017	6.77309e-021		3.81838	0.0219633	0.0152181
 31.4012	0.392002		1.023e+020	11.2649	1.678		6.76807e-017	6.77405e-021		3.82531	0.0218116	0.0151151
 31.4112	0.392628		1.023e+020	11.2482	1.678		6.76902e-017	6.775e-021		3.83224	0.0216609	0.0150128
 31.4212	0.393243		1.023e+020	11.2318	1.678		6.76997e-017	6.77594e-021		3.83918	0.0215113	0.0149112
 31.4312	0.393849		1.023e+020	11.2156	1.678		6.7709e-017	6.77686e-021		3.84611	0.0213627	0.0148102
 31.4412	0.394443		1.023e+020	11.1997	1.678		6.77181e-017	6.77776e-021		3.85304	0.0212151	0.0147098
 31.4512	0.395027		1.023e+020	11.1841	1.678		6.77271e-017	6.77866e-021		3.85998	0.0210685	0.0146101
 31.4612	0.395601		1.023e+020	11.1688	1.678		6.7736e-017	6.77953e-021		3.86691	0.0209229	0.014511
 31.4712	0.396165		1.023e+020	11.1538	1.678		6.77447e-017	6.7804e-021		3.87385	0.0207782	0.0144125
 31.4812	0.396718		1.023e+020	11.139	1.678		6.77532e-017	6.78124e-021		3.88079	0.0206346	0.0143146
 31.4912	0.39726		1.023e+020	11.1245	1.678		6.77616e-017	6.78208e-021		3.88772	0.0204919	0.0142174
 31.5012	0.397792		1.023e+020	11.1103	1.678		6.77699e-017	6.78289e-021		3.89466	0.0203502	0.0141208
 31.5112	0.398313		1.023e+020	11.0964	1.678		6.7778e-017	6.7837e-021		3.9016	0.0202095	0.0140248
 31.5212	0.398825		1.023e+020	11.0827	1.678		6.77859e-017	6.78448e-021		3.90854	0.0200697	0.0139294
 31.5312	0.399325		1.023e+020	11.0696	1.678		6.77936e-017	6.78524e-021		3.91549	0.0199309	0.0138346
 31.5412	0.399815		1.023e+020	11.0623	1.67797		6.77978e-017	6.78566e-021		3.92243	0.019793	0.0137398
 31.5512	0.400295		1.023e+020	11.0552	1.67795		6.7802e-017	6.78607e-021		3.92937	0.0196561	0.0136455
 31.5612	0.400764		1.023e+020	11.0482	1.67792		6.78061e-017	6.78648e-021		3.93631	0.0195201	0.0135519
 31.5712	0.401222		1.023e+020	11.0414	1.6779		6.78101e-017	6.78687e-021		3.94325	0.019385	0.013459
 31.5812	0.401671		1.023e+020	11.0347	1.67788		6.7814e-017	6.78726e-021		3.9502	0.0192509	0.0133666
 31.5912	0.402108		1.023e+020	11.0282	1.67786		6.78178e-017	6.78764e-021		3.95714	0.0191177	0.0132748
 31.6012	0.402535		1.023e+020	11.0219	1.67783		6.78215e-017	6.78801e-021		3.96409	0.0189854	0.0131837
 31.6112	0.402952		1.023e+020	11.0157	1.67781		6.78251e-017	6.78837e-021		3.97103	0.018854	0.0130932
 31.6212	0.403358		1.023e+020	11.0097	1.67779		6.78287e-017	6.78872e-021		3.97798	0.0187235	0.0130032
 31.6312	0.403753		1.023e+020	11.0038	1.67777		6.78321e-017	6.78906e-021		3.98492	0.0185939	0.0129139
 31.6412	0.404138		1.023e+020	10.998	1.67775		6.78355e-017	6.78939e-021		3.99187	0.0184652	0.0128251
 31.6512	0.404513		1.023e+020	10.9925	1.67773		6.78388e-017	6.78972e-021		3.99881	0.0183374	0.012737
 31.6612	0.404876		1.023e+020	10.9871	1.67771		6.7842e-017	6.79003e-021		4.00576	0.0182105	0.0126494
 31.6712	0.40523		1.023e+020	10.9818	1.6777		6.78451e-017	6.79034e-021		4.0127	0.0180844	0.0125624
 31.6812	0.405573		1.023e+020	10.9767	1.67768		6.78481e-017	6.79064e-021		4.01965	0.0179592	0.012476
 31.6912	0.405905		1.023e+020	10.9718	1.67766		6.7851e-017	6.79093e-021		4.0266	0.0178349	0.0123901
 31.7012	0.406227		1.023e+020	10.967	1.67764		6.78538e-017	6.79121e-021		4.03355	0.0177114	0.0123048
 31.7112	0.406538		1.023e+020	10.9624	1.67763		6.78565e-017	6.79148e-021		4.04049	0.0175888	0.0122201
 31.7212	0.406838		1.023e+020	10.9579	1.67761		6.78592e-017	6.79174e-021		4.04744	0.017467	0.012136
 31.7312	0.407128		1.023e+020	10.9536	1.6776		6.78617e-017	6.79199e-021		4.05439	0.0173461	0.0120524
 31.7412	0.407408		1.023e+020	10.9494	1.67758		6.78642e-017	6.79223e-021		4.06134	0.017226	0.0119694
 31.7512	0.407677		1.023e+020	10.9454	1.67757		6.78665e-017	6.79247e-021		4.06829	0.0171067	0.0118869
 31.7612	0.407935		1.023e+020	10.9416	1.67756		6.78688e-017	6.79269e-021		4.07524	0.0169882	0.011805
 31.7712	0.408183		1.023e+020	10.9379	1.67754		6.7871e-017	6.79291e-021		4.08219	0.0168706	0.0117236
 31.7812	0.40842		1.023e+020	10.9344	1.67753		6.78731e-017	6.79312e-021		4.08913	0.0167537	0.0116428
 31.7912	0.408646		1.023e+020	10.931	1.67752		6.78751e-017	6.79331e-021		4.09608	0.0166377	0.0115625
 31.8012	0.408862		1.023e+020	10.9278	1.67751		6.7877e-017	6.7935e-021		4.10303	0.0165225	0.0114827
 31.8112	0.409068		1.023e+020	10.9247	1.6775		6.78788e-017	6.79368e-021		4.10998	0.016408	0.0114035
 31.8212	0.409263		1.023e+020	10.9218	1.67749		6.78805e-017	6.79385e-021		4.11693	0.0162944	0.0113248
 31.8312	0.409447		1.023e+020	10.9191	1.67748		6.78821e-017	6.79401e-021		4.12388	0.0161815	0.0112466
 31.8412	0.40962		1.023e+020	10.9165	1.67747		6.78836e-017	6.79416e-021		4.13083	0.0160695	0.011169
 31.8512	0.409783		1.023e+020	10.9141	1.67746		6.78851e-017	6.79431e-021		4.13779	0.0159582	0.0110918
 31.8612	0.409936		1.023e+020	10.9118	1.67745		6.78864e-017	6.79444e-021		4.14474	0.0158476	0.0110152
 31.8712	0.410078		1.023e+020	10.9097	1.67745		6.78877e-017	6.79456e-021		4.15169	0.0157379	0.0109391
 31.8812	0.410209		1.023e+020	10.9078	1.67744		6.78888e-017	6.79468e-021		4.15864	0.0156288	0.0108635
 31.8912	0.41033		1.023e+020	10.906	1.67743		6.78899e-017	6.79478e-021		4.16559	0.0155206	0.0107885
 31.9012	0.41044		1.023e+020	10.9043	1.67743		6.78909e-017	6.79488e-021		4.17254	0.0154131	0.0107139
 31.9112	0.410539		1.023e+020	10.9029	1.67742		6.78917e-017	6.79497e-021		4.17949	0.0153063	0.0106398
 31.9212	0.410628		1.023e+020	10.9015	1.67742		6.78925e-017	6.79505e-021		4.18644	0.0152003	0.0105662
 31.9312	0.410706		1.023e+020	10.9004	1.67742		6.78932e-017	6.79511e-021		4.19339	0.015095	0.0104931
 31.9412	0.410774		1.023e+020	10.8994	1.67741		6.78938e-017	6.79517e-021		4.20035	0.0149904	0.0104205
 31.9512	0.410831		1.023e+020	10.8985	1.67741		6.78943e-017	6.79522e-021		4.2073	0.0148866	0.0103484
 31.9612	0.410877		1.023e+020	10.8978	1.67741		6.78947e-017	6.79526e-021		4.21425	0.0147834	0.0102768
 31.9712	0.410913		1.023e+020	10.8973	1.6774		6.7895e-017	6.79529e-021		4.2212	0.014681	0.0102056
 31.9812	0.410938		1.023e+020	10.8969	1.6774		6.78953e-017	6.79532e-021		4.22815	0.0145793	0.010135
 31.9912	0.410953		1.023e+020	10.8967	1.6774		6.78954e-017	6.79533e-021		4.2351	0.0144783	0.0100648
 32.0012	0.410957		1.023e+020	10.8966	1.6774		6.78954e-017	6.79533e-021		4.24205	0.014378	0.00999506
 32.0112	0.41095		1.023e+020	10.8967	1.6774		6.78954e-017	6.79533e-021		4.24901	0.0142784	0.00992581
 32.0212	0.410933		1.023e+020	10.897	1.6774		6.78952e-017	6.79531e-021		4.25596	0.0141795	0.00985703
 32.0312	0.410905		1.023e+020	10.8974	1.6774		6.7895e-017	6.79529e-021		4.26291	0.0140813	0.00978871
 32.0412	0.410867		1.023e+020	10.898	1.67741		6.78946e-017	6.79525e-021		4.26986	0.0139837	0.00972085
 32.0512	0.410818		1.023e+020	10.8987	1.67741		6.78942e-017	6.79521e-021		4.27681	0.0138869	0.00965345
 32.0612	0.410758		1.023e+020	10.8996	1.67741		6.78937e-017	6.79516e-021		4.28376	0.0137907	0.0095865
 32.0712	0.410688		1.023e+020	10.9006	1.67742		6.7893e-017	6.7951e-021		4.29072	0.0136951	0.00952001
 32.0812	0.410607		1.023e+020	10.9018	1.67742		6.78923e-017	6.79503e-021		4.29767	0.0136003	0.00945396
 32.0912	0.410515		1.023e+020	10.9032	1.67742		6.78915e-017	6.79495e-021		4.30462	0.013506	0.00938836
 32.1012	0.410413		1.023e+020	10.9047	1.67743		6.78906e-017	6.79486e-021		4.31157	0.0134125	0.00932321
 32.1112	0.410301		1.023e+020	10.9064	1.67744		6.78896e-017	6.79476e-021		4.31852	0.0133196	0.00925849
 32.1212	0.410177		1.023e+020	10.9082	1.67744		6.78885e-017	6.79465e-021		4.32547	0.0132273	0.00919421
 32.1312	0.410043		1.023e+020	10.9102	1.67745		6.78874e-017	6.79453e-021		4.33242	0.0131357	0.00913037
 32.1412	0.409899		1.023e+020	10.9124	1.67746		6.78861e-017	6.79441e-021		4.33937	0.0130447	0.00906696
 32.1512	0.409744		1.023e+020	10.9147	1.67746		6.78847e-017	6.79427e-021		4.34632	0.0129544	0.00900398
 32.1612	0.409578		1.023e+020	10.9171	1.67747		6.78833e-017	6.79413e-021		4.35327	0.0128646	0.00894142
 32.1712	0.409402		1.023e+020	10.9198	1.67748		6.78817e-017	6.79397e-021		4.36022	0.0127755	0.00887929
 32.1812	0.409215		1.023e+020	10.9225	1.67749		6.78801e-017	6.79381e-021		4.36717	0.012687	0.00881758
 32.1912	0.409018		1.023e+020	10.9255	1.6775		6.78783e-017	6.79364e-021		4.37412	0.0125992	0.00875629
 32.2012	0.40881		1.023e+020	10.9286	1.67751		6.78765e-017	6.79346e-021		4.38107	0.0125119	0.00869542
 32.2112	0.408591		1.023e+020	10.9318	1.67752		6.78746e-017	6.79327e-021		4.38802	0.0124253	0.00863496
 32.2212	0.408362		1.023e+020	10.9352	1.67754		6.78725e-017	6.79307e-021		4.39497	0.0123392	0.0085749
 32.2312	0.408122		1.023e+020	10.9388	1.67755		6.78704e-017	6.79286e-021		4.40192	0.0122538	0.00851526
 32.2412	0.407872		1.023e+020	10.9425	1.67756		6.78682e-017	6.79264e-021		4.40887	0.0121689	0.00845602
 32.2512	0.407611		1.023e+020	10.9464	1.67757		6.78659e-017	6.79241e-021		4.41582	0.0120847	0.00839719
 32.2612	0.407339		1.023e+020	10.9504	1.67759		6.78636e-017	6.79217e-021		4.42277	0.012001	0.00833875
 32.2712	0.407057		1.023e+020	10.9546	1.6776		6.78611e-017	6.79193e-021		4.42972	0.0119179	0.00828072
 32.2812	0.406764		1.023e+020	10.959	1.67762		6.78585e-017	6.79167e-021		4.43666	0.0118354	0.00822307
 32.2912	0.406461		1.023e+020	10.9635	1.67763		6.78558e-017	6.79141e-021		4.44361	0.0117534	0.00816582
 32.3012	0.406147		1.023e+020	10.9682	1.67765		6.78531e-017	6.79114e-021		4.45056	0.0116721	0.00810896
 32.3112	0.405823		1.023e+020	10.973	1.67767		6.78503e-017	6.79086e-021		4.45751	0.0115912	0.00805249
 32.3212	0.405488		1.023e+020	10.978	1.67768		6.78473e-017	6.79057e-021		4.46445	0.011511	0.0079964
 32.3312	0.405143		1.023e+020	10.9831	1.6777		6.78443e-017	6.79027e-021		4.4714	0.0114313	0.0079407
 32.3412	0.404787		1.023e+020	10.9884	1.67772		6.78412e-017	6.78996e-021		4.47834	0.0113522	0.00788538
 32.3512	0.40442		1.023e+020	10.9939	1.67774		6.7838e-017	6.78964e-021		4.48529	0.0112736	0.00783043
 32.3612	0.404043		1.023e+020	10.9995	1.67776		6.78347e-017	6.78931e-021		4.49224	0.0111956	0.00777586
 32.3712	0.403656		1.023e+020	11.0052	1.67778		6.78313e-017	6.78898e-021		4.49918	0.0111181	0.00772166
 32.3812	0.403258		1.023e+020	11.0111	1.6778		6.78278e-017	6.78863e-021		4.50613	0.0110412	0.00766783
 32.3912	0.402849		1.023e+020	11.0172	1.67782		6.78242e-017	6.78828e-021		4.51307	0.0109647	0.00761437
 32.4012	0.40243		1.023e+020	11.0235	1.67784		6.78206e-017	6.78792e-021		4.52001	0.0108889	0.00756127
 32.4112	0.402		1.023e+020	11.0298	1.67786		6.78168e-017	6.78755e-021		4.52696	0.0108135	0.00750854
 32.4212	0.40156		1.023e+020	11.0364	1.67788		6.7813e-017	6.78717e-021		4.5339	0.0107387	0.00745617
 32.4312	0.401109		1.023e+020	11.0431	1.67791		6.78091e-017	6.78678e-021		4.54084	0.0106644	0.00740416
 32.4412	0.400648		1.023e+020	11.05	1.67793		6.78051e-017	6.78638e-021		4.54779	0.0105906	0.0073525
 32.4512	0.400176		1.023e+020	11.057	1.67796		6.7801e-017	6.78597e-021		4.55473	0.0105174	0.0073012
 32.4612	0.399694		1.023e+020	11.0641	1.67798		6.77968e-017	6.78556e-021		4.56167	0.0104446	0.00725025
 32.4712	0.399201		1.023e+020	11.0726	1.678		6.77918e-017	6.78507e-021		4.56861	0.0103724	0.00719958
 32.4812	0.398698		1.023e+020	11.0861	1.678		6.7784e-017	6.78429e-021		4.57555	0.0103006	0.00714897
 32.4912	0.398185		1.023e+020	11.0998	1.678		6.7776e-017	6.7835e-021		4.58249	0.0102294	0.0070987
 32.5012	0.397661		1.023e+020	11.1138	1.678		6.77678e-017	6.78269e-021		4.58943	0.0101586	0.00704878
 32.5112	0.397126		1.023e+020	11.1281	1.678		6.77595e-017	6.78187e-021		4.59637	0.0100884	0.00699919
 32.5212	0.396581		1.023e+020	11.1426	1.678		6.77511e-017	6.78103e-021		4.6033	0.0100187	0.00694995
 32.5312	0.396025		1.023e+020	11.1575	1.678		6.77425e-017	6.78018e-021		4.61024	0.00994942	0.00690105
 32.5412	0.395459		1.023e+020	11.1726	1.678		6.77338e-017	6.77932e-021		4.61718	0.00988066	0.00685248
 32.5512	0.394883		1.023e+020	11.188	1.678		6.77249e-017	6.77844e-021		4.62411	0.00981238	0.00680424
 32.5612	0.394296		1.023e+020	11.2037	1.678		6.77158e-017	6.77754e-021		4.63104	0.00974458	0.00675633
 32.5712	0.393699		1.023e+020	11.2196	1.678		6.77067e-017	6.77663e-021		4.63798	0.00967726	0.00670876
 32.5812	0.393091		1.023e+020	11.2359	1.678		6.76973e-017	6.77571e-021		4.64491	0.00961042	0.00666151
 32.5912	0.392473		1.023e+020	11.2524	1.678		6.76879e-017	6.77477e-021		4.65184	0.00954404	0.00661458
 32.6012	0.391845		1.023e+020	11.2692	1.678		6.76782e-017	6.77382e-021		4.65877	0.00947813	0.00656798
 32.6112	0.391206		1.023e+020	11.2862	1.678		6.76685e-017	6.77285e-021		4.6657	0.00941269	0.0065217
 32.6212	0.390556		1.023e+020	11.3036	1.678		6.76586e-017	6.77187e-021		4.67262	0.00934771	0.00647574
 32.6312	0.389897		1.023e+020	11.3212	1.678		6.76485e-017	6.77087e-021		4.67955	0.00928318	0.00643009
 32.6412	0.389226		1.023e+020	11.3391	1.678		6.76384e-017	6.76987e-021		4.68648	0.00921911	0.00638476
 32.6512	0.388546		1.023e+020	11.3573	1.678		6.7628e-017	6.76884e-021		4.6934	0.0091555	0.00633975
 32.6612	0.387855		1.023e+020	11.3757	1.678		6.76176e-017	6.76781e-021		4.70032	0.00909233	0.00629504
 32.6712	0.387154		1.023e+020	11.3945	1.678		6.7607e-017	6.76676e-021		4.70725	0.0090296	0.00625065
 32.6812	0.386442		1.023e+020	11.4135	1.678		6.75963e-017	6.76569e-021		4.71417	0.00896732	0.00620656
 32.6912	0.38572		1.023e+020	11.4327	1.678		6.75854e-017	6.76462e-021		4.72109	0.00890548	0.00616277
 32.7012	0.384997		1.023e+020	11.4521	1.678		6.75745e-017	6.76354e-021		4.72801	0.00884408	0.00611931
