 X	PSI		Ne	Te	Zeff	SigmaH	 Stotal		NSL		Power	LinIonDens
 28.1012	0.0807663		1.023e+020	20.773	1.69921		6.38688e-017	6.39754e-021		1.61451	0.198989	0.130232
 28.1112	0.0800467		1.023e+020	20.8018	1.69929		6.38604e-017	6.39672e-021		1.62105	0.197691	0.129366
 28.1212	0.0793282		1.023e+020	20.8306	1.69936		6.38521e-017	6.39591e-021		1.62759	0.196402	0.128506
 28.1312	0.078611		1.023e+020	20.8593	1.69943		6.38439e-017	6.39509e-021		1.63413	0.195121	0.127652
 28.1412	0.0778949		1.023e+020	20.888	1.69951		6.38356e-017	6.39428e-021		1.64068	0.193849	0.126803
 28.1512	0.0772237		1.023e+020	20.9149	1.69958		6.38279e-017	6.39352e-021		1.64722	0.192585	0.125962
 28.1612	0.0767156		1.023e+020	20.9352	1.69963		6.38221e-017	6.39294e-021		1.65376	0.19133	0.125129
 28.1712	0.0762082		1.023e+020	20.9555	1.69968		6.38162e-017	6.39237e-021		1.6603	0.190083	0.124303
 28.1812	0.0757018		1.023e+020	20.9758	1.69973		6.38104e-017	6.3918e-021		1.66683	0.188844	0.123481
 28.1912	0.0751962		1.023e+020	20.9961	1.69978		6.38046e-017	6.39123e-021		1.67337	0.187613	0.122666
 28.2012	0.0746915		1.023e+020	21.0163	1.69984		6.37989e-017	6.39066e-021		1.67991	0.186391	0.121856
 28.2112	0.0741877		1.023e+020	21.0364	1.69989		6.37931e-017	6.39009e-021		1.68645	0.185176	0.121051
 28.2212	0.0736848		1.023e+020	21.0566	1.69994		6.37874e-017	6.38953e-021		1.69298	0.18397	0.120252
 28.2312	0.0731827		1.023e+020	21.0767	1.69999		6.37816e-017	6.38896e-021		1.69952	0.182771	0.119458
 28.2412	0.0727267		1.023e+020	21.1099	1.70008		6.37722e-017	6.38804e-021		1.70605	0.181581	0.118662
 28.2512	0.0724253		1.023e+020	21.134	1.70014		6.37654e-017	6.38736e-021		1.71259	0.180398	0.117877
 28.2612	0.0721244		1.023e+020	21.1581	1.7002		6.37585e-017	6.38669e-021		1.71912	0.179223	0.117097
 28.2712	0.0718241		1.023e+020	21.1822	1.70026		6.37517e-017	6.38602e-021		1.72566	0.178056	0.116322
 28.2812	0.0715243		1.023e+020	21.2062	1.70032		6.37449e-017	6.38535e-021		1.73219	0.176897	0.115553
 28.2912	0.071225		1.023e+020	21.2302	1.70039		6.37381e-017	6.38468e-021		1.73872	0.175745	0.114789
 28.3012	0.0709263		1.023e+020	21.2541	1.70045		6.37314e-017	6.38402e-021		1.74525	0.174601	0.11403
 28.3112	0.0706281		1.023e+020	21.278	1.70051		6.37247e-017	6.38336e-021		1.75178	0.173465	0.113276
 28.3212	0.0703305		1.023e+020	21.3018	1.70057		6.3718e-017	6.3827e-021		1.75831	0.172336	0.112527
 28.3312	0.070052		1.023e+020	21.3241	1.70063		6.37117e-017	6.38208e-021		1.76484	0.171214	0.111784
 28.3412	0.0699477		1.023e+020	21.3324	1.70065		6.37093e-017	6.38185e-021		1.77137	0.1701	0.111052
 28.3512	0.0698436		1.023e+020	21.3408	1.70067		6.3707e-017	6.38162e-021		1.7779	0.168993	0.110326
 28.3612	0.0697397		1.023e+020	21.3491	1.70069		6.37047e-017	6.38139e-021		1.78442	0.167894	0.109604
 28.3712	0.069636		1.023e+020	21.3574	1.70071		6.37023e-017	6.38116e-021		1.79095	0.166801	0.108887
 28.3812	0.0695324		1.023e+020	21.3657	1.70073		6.37e-017	6.38093e-021		1.79748	0.165716	0.108174
 28.3912	0.0694291		1.023e+020	21.374	1.70075		6.36977e-017	6.3807e-021		1.80401	0.164638	0.107467
 28.4012	0.069326		1.023e+020	21.3822	1.70077		6.36954e-017	6.38047e-021		1.81053	0.163567	0.106764
 28.4112	0.0692231		1.023e+020	21.3905	1.7008		6.36931e-017	6.38025e-021		1.81706	0.162503	0.106065
 28.4212	0.0691203		1.023e+020	21.3987	1.70082		6.36908e-017	6.38002e-021		1.82359	0.161446	0.105372
 28.4312	0.069168		1.023e+020	21.3949	1.70081		6.36918e-017	6.38012e-021		1.83011	0.160395	0.104688
 28.4412	0.069251		1.023e+020	21.3882	1.70079		6.36937e-017	6.38031e-021		1.83664	0.159352	0.10401
 28.4512	0.0693337		1.023e+020	21.3816	1.70077		6.36956e-017	6.38049e-021		1.84317	0.158315	0.103336
 28.4612	0.0694163		1.023e+020	21.375	1.70076		6.36974e-017	6.38067e-021		1.8497	0.157285	0.102667
 28.4712	0.0694988		1.023e+020	21.3684	1.70074		6.36993e-017	6.38085e-021		1.85622	0.156262	0.102002
 28.4812	0.0695811		1.023e+020	21.3618	1.70072		6.37011e-017	6.38104e-021		1.86275	0.155245	0.101341
 28.4912	0.0696632		1.023e+020	21.3552	1.70071		6.3703e-017	6.38122e-021		1.86928	0.154235	0.100684
 28.5012	0.0697452		1.023e+020	21.3487	1.70069		6.37048e-017	6.3814e-021		1.87581	0.153231	0.100032
 28.5112	0.0698269		1.023e+020	21.3421	1.70067		6.37066e-017	6.38158e-021		1.88234	0.152234	0.0993838
 28.5212	0.0699719		1.023e+020	21.3305	1.70064		6.37099e-017	6.3819e-021		1.88886	0.151243	0.0987421
 28.5312	0.0702321		1.023e+020	21.3097	1.70059		6.37157e-017	6.38248e-021		1.89539	0.150259	0.0981083
 28.5412	0.0704918		1.023e+020	21.2889	1.70054		6.37216e-017	6.38305e-021		1.90192	0.149281	0.0974785
 28.5512	0.0707509		1.023e+020	21.2681	1.70048		6.37274e-017	6.38363e-021		1.90845	0.148309	0.0968528
 28.5612	0.0710096		1.023e+020	21.2474	1.70043		6.37333e-017	6.3842e-021		1.91499	0.147344	0.0962309
 28.5712	0.0712677		1.023e+020	21.2267	1.70038		6.37391e-017	6.38478e-021		1.92152	0.146385	0.095613
 28.5812	0.0715252		1.023e+020	21.2061	1.70032		6.37449e-017	6.38535e-021		1.92805	0.145432	0.0949991
 28.5912	0.0717823		1.023e+020	21.1855	1.70027		6.37508e-017	6.38592e-021		1.93458	0.144485	0.0943889
 28.6012	0.0720388		1.023e+020	21.165	1.70022		6.37566e-017	6.3865e-021		1.94112	0.143544	0.0937827
 28.6112	0.0722947		1.023e+020	21.1445	1.70017		6.37624e-017	6.38707e-021		1.94765	0.142609	0.0931802
 28.6212	0.0726733		1.023e+020	21.1142	1.70009		6.3771e-017	6.38792e-021		1.95418	0.14168	0.0925856
 28.6312	0.0731002		1.023e+020	21.08	1.7		6.37807e-017	6.38887e-021		1.96072	0.140757	0.0919962
 28.6412	0.0735262		1.023e+020	21.0629	1.69996		6.37856e-017	6.38935e-021		1.96726	0.13984	0.0914037
 28.6512	0.0739513		1.023e+020	21.0459	1.69991		6.37904e-017	6.38983e-021		1.97379	0.138929	0.0908149
 28.6612	0.0743755		1.023e+020	21.0289	1.69987		6.37953e-017	6.3903e-021		1.98033	0.138024	0.0902299
 28.6712	0.0747987		1.023e+020	21.012	1.69983		6.38001e-017	6.39078e-021		1.98687	0.137124	0.0896486
 28.6812	0.0752211		1.023e+020	20.9951	1.69978		6.38049e-017	6.39126e-021		1.99341	0.136231	0.089071
 28.6912	0.0756425		1.023e+020	20.9782	1.69974		6.38098e-017	6.39173e-021		1.99995	0.135343	0.0884971
 28.7012	0.076063		1.023e+020	20.9614	1.6997		6.38146e-017	6.39221e-021		2.00648	0.134461	0.0879268
 28.7112	0.0764827		1.023e+020	20.9446	1.69965		6.38194e-017	6.39268e-021		2.01302	0.133584	0.0873601
 28.7212	0.0770467		1.023e+020	20.922	1.69959		6.38259e-017	6.39332e-021		2.01956	0.132713	0.0867993
 28.7312	0.0776299		1.023e+020	20.8986	1.69953		6.38326e-017	6.39398e-021		2.02611	0.131848	0.0862423
 28.7412	0.0782118		1.023e+020	20.8753	1.69948		6.38393e-017	6.39464e-021		2.03265	0.130988	0.0856888
 28.7512	0.0787925		1.023e+020	20.8521	1.69942		6.3846e-017	6.3953e-021		2.03919	0.130134	0.0851388
 28.7612	0.0793718		1.023e+020	20.8289	1.69936		6.38526e-017	6.39596e-021		2.04573	0.129285	0.0845923
 28.7712	0.0799498		1.023e+020	20.8057	1.6993		6.38593e-017	6.39661e-021		2.05228	0.128442	0.0840492
 28.7812	0.0805266		1.023e+020	20.7826	1.69924		6.3866e-017	6.39727e-021		2.05882	0.127604	0.0835095
 28.7912	0.081102		1.023e+020	20.7596	1.69918		6.38727e-017	6.39793e-021		2.06537	0.126772	0.0829732
 28.8012	0.0816761		1.023e+020	20.7366	1.69912		6.38793e-017	6.39858e-021		2.07191	0.125945	0.0824403
 28.8112	0.0822489		1.023e+020	20.7137	1.69906		6.3886e-017	6.39924e-021		2.07846	0.125123	0.0819108
 28.8212	0.0829512		1.023e+020	20.6855	1.69899		6.38941e-017	6.40004e-021		2.08501	0.124306	0.0813864
 28.8312	0.0836805		1.023e+020	20.6563	1.69891		6.39026e-017	6.40088e-021		2.09155	0.123495	0.0808658
 28.8412	0.0844081		1.023e+020	20.6272	1.69884		6.39111e-017	6.40171e-021		2.0981	0.122689	0.0803485
 28.8512	0.085134		1.023e+020	20.5981	1.69876		6.39196e-017	6.40255e-021		2.10465	0.121888	0.0798343
 28.8612	0.0858582		1.023e+020	20.5691	1.69869		6.39281e-017	6.40338e-021		2.1112	0.121092	0.0793234
 28.8712	0.0865807		1.023e+020	20.5402	1.69862		6.39365e-017	6.40422e-021		2.11775	0.120301	0.0788157
 28.8812	0.0873015		1.023e+020	20.5114	1.69854		6.3945e-017	6.40505e-021		2.12431	0.119516	0.0783111
 28.8912	0.0880206		1.023e+020	20.4826	1.69847		6.39535e-017	6.40588e-021		2.13086	0.118735	0.0778097
 28.9012	0.0887379		1.023e+020	20.4538	1.69839		6.39619e-017	6.40671e-021		2.13741	0.117959	0.0773115
 28.9112	0.0894535		1.023e+020	20.4252	1.69832		6.39703e-017	6.40755e-021		2.14397	0.117189	0.0768163
 28.9212	0.0902481		1.023e+020	20.3934	1.69824		6.39797e-017	6.40847e-021		2.15052	0.116423	0.0763254
 28.9312	0.0911133		1.023e+020	20.3587	1.69815		6.399e-017	6.40948e-021		2.15708	0.115662	0.0758385
 28.9412	0.0919764		1.023e+020	20.3242	1.69806		6.40002e-017	6.41049e-021		2.16364	0.114906	0.0753546
 28.9512	0.0928373		1.023e+020	20.2897	1.69797		6.40104e-017	6.41149e-021		2.1702	0.114155	0.0748738
 28.9612	0.0936962		1.023e+020	20.2552	1.69789		6.40207e-017	6.4125e-021		2.17676	0.113409	0.0743959
 28.9712	0.0945529		1.023e+020	20.2208	1.6978		6.40309e-017	6.41351e-021		2.18332	0.112667	0.073921
 28.9812	0.0954075		1.023e+020	20.1866	1.69771		6.40412e-017	6.41452e-021		2.18988	0.11193	0.0734491
 28.9912	0.09626		1.023e+020	20.1523	1.69762		6.40514e-017	6.41553e-021		2.19644	0.111198	0.07298
 29.0012	0.0971103		1.023e+020	20.1182	1.69753		6.40616e-017	6.41653e-021		2.20301	0.11047	0.0725139
 29.0112	0.0979585		1.023e+020	20.0842	1.69745		6.40718e-017	6.41754e-021		2.20957	0.109747	0.0720507
 29.0212	0.0988045		1.023e+020	20.0503	1.69736		6.4082e-017	6.41855e-021		2.21614	0.109029	0.0715904
 29.0312	0.0997908		1.023e+020	20.0107	1.69726		6.40939e-017	6.41972e-021		2.22271	0.108315	0.0711348
 29.0412	0.10078		1.023e+020	19.971	1.69716		6.41059e-017	6.4209e-021		2.22928	0.107606	0.0706821
 29.0512	0.101766		1.023e+020	19.9314	1.69705		6.41179e-017	6.42208e-021		2.23585	0.106902	0.0702321
 29.0612	0.102749		1.023e+020	19.8921	1.69695		6.41298e-017	6.42325e-021		2.24242	0.106202	0.0697849
 29.0712	0.10373		1.023e+020	19.8531	1.69685		6.41417e-017	6.42442e-021		2.24899	0.105506	0.0693404
 29.0812	0.104709		1.023e+020	19.8141	1.69675		6.41536e-017	6.42559e-021		2.25556	0.104815	0.0688986
 29.0912	0.105684		1.023e+020	19.7753	1.69665		6.41654e-017	6.42676e-021		2.26214	0.104128	0.0684596
 29.1012	0.106658		1.023e+020	19.7366	1.69656		6.41773e-017	6.42793e-021		2.26871	0.103445	0.0680232
 29.1112	0.107628		1.023e+020	19.6979	1.69646		6.41891e-017	6.42909e-021		2.27529	0.102767	0.0675896
 29.1212	0.108597		1.023e+020	19.6594	1.69636		6.42009e-017	6.43026e-021		2.28187	0.102093	0.0671586
 29.1312	0.109579		1.023e+020	19.6203	1.69626		6.4213e-017	6.43145e-021		2.28845	0.101424	0.0667305
 29.1412	0.110683		1.023e+020	19.5764	1.69614		6.42266e-017	6.43278e-021		2.29503	0.100759	0.0663066
 29.1512	0.111785		1.023e+020	19.5325	1.69603		6.42401e-017	6.43412e-021		2.30161	0.100098	0.0658853
 29.1612	0.112884		1.023e+020	19.4812	1.69592		6.42561e-017	6.43569e-021		2.30819	0.0994407	0.0654689
 29.1712	0.113979		1.023e+020	19.427	1.69581		6.42729e-017	6.43735e-021		2.31478	0.098788	0.065056
 29.1812	0.115072		1.023e+020	19.3729	1.69569		6.42898e-017	6.43902e-021		2.32137	0.0981394	0.0646455
 29.1912	0.116161		1.023e+020	19.319	1.69558		6.43067e-017	6.44068e-021		2.32796	0.0974949	0.0642376
 29.2012	0.117248		1.023e+020	19.2653	1.69547		6.43236e-017	6.44235e-021		2.33455	0.0968545	0.0638321
 29.2112	0.118332		1.023e+020	19.2116	1.69536		6.43405e-017	6.44401e-021		2.34114	0.0962181	0.0634291
 29.2212	0.119412		1.023e+020	19.1582	1.69525		6.43574e-017	6.44568e-021		2.34773	0.0955857	0.0630285
 29.2312	0.12049		1.023e+020	19.1048	1.69514		6.43743e-017	6.44734e-021		2.35433	0.0949573	0.0626304
 29.2412	0.121564		1.023e+020	19.0517	1.69502		6.43912e-017	6.44901e-021		2.36092	0.0943329	0.0622346
 29.2512	0.122764		1.023e+020	19.0013	1.6949		6.44073e-017	6.4506e-021		2.36752	0.0937125	0.0618405
 29.2612	0.123968		1.023e+020	18.9528	1.69478		6.44228e-017	6.45213e-021		2.37412	0.093096	0.0614482
 29.2712	0.12517		1.023e+020	18.9045	1.69465		6.44383e-017	6.45365e-021		2.38073	0.0924834	0.0610583
 29.2812	0.126367		1.023e+020	18.8564	1.69453		6.44538e-017	6.45518e-021		2.38733	0.0918747	0.0606708
 29.2912	0.127562		1.023e+020	18.8083	1.69441		6.44693e-017	6.45671e-021		2.39394	0.0912698	0.0602857
 29.3012	0.128753		1.023e+020	18.7605	1.69428		6.44848e-017	6.45824e-021		2.40054	0.0906688	0.0599029
 29.3112	0.12994		1.023e+020	18.7127	1.69416		6.45003e-017	6.45977e-021		2.40715	0.0900716	0.0595224
 29.3212	0.131124		1.023e+020	18.6651	1.69404		6.45158e-017	6.46129e-021		2.41376	0.0894782	0.0591442
 29.3312	0.132304		1.02333e+020	18.618	1.69392		6.45336e-017	6.46305e-021		2.42037	0.0888884	0.0587891
 29.3412	0.133481		1.02381e+020	18.5712	1.6938		6.45524e-017	6.46491e-021		2.42699	0.088302	0.0584455
 29.3512	0.134654		1.02429e+020	18.5245	1.69368		6.45712e-017	6.46676e-021		2.43362	0.087719	0.0581035
 29.3612	0.135876		1.02479e+020	18.4759	1.69355		6.45907e-017	6.4687e-021		2.44025	0.0871394	0.057765
 29.3712	0.137175		1.02532e+020	18.4242	1.69342		6.46116e-017	6.47077e-021		2.44688	0.0865632	0.0574311
 29.3812	0.13847		1.02584e+020	18.3726	1.69329		6.46325e-017	6.47284e-021		2.45352	0.0859903	0.0570986
 29.3912	0.139761		1.02637e+020	18.3213	1.69316		6.46534e-017	6.4749e-021		2.46017	0.0854208	0.0567677
 29.4012	0.141048		1.0269e+020	18.27	1.69303		6.46743e-017	6.47696e-021		2.46682	0.0848545	0.0564382
 29.4112	0.142331		1.02672e+020	18.2261	1.69293		6.46877e-017	6.47828e-021		2.47347	0.084292	0.0560657
 29.4212	0.14361		1.02637e+020	18.184	1.69284		6.46993e-017	6.47942e-021		2.48012	0.0837333	0.0556848
 29.4312	0.144886		1.02602e+020	18.1421	1.69275		6.47108e-017	6.48056e-021		2.48677	0.0831784	0.0553067
 29.4412	0.146157		1.02567e+020	18.1003	1.69267		6.47224e-017	6.4817e-021		2.49342	0.0826272	0.0549312
 29.4512	0.147424		1.02532e+020	18.0587	1.69258		6.4734e-017	6.48283e-021		2.50006	0.0820798	0.0545584
 29.4612	0.148687		1.02498e+020	18.0171	1.69249		6.47456e-017	6.48397e-021		2.50671	0.0815361	0.0541882
 29.4712	0.149946		1.02463e+020	17.9757	1.69241		6.47571e-017	6.48511e-021		2.51335	0.0809961	0.0538207
 29.4812	0.151256		1.02427e+020	17.9327	1.69232		6.47692e-017	6.48629e-021		2.52	0.0804598	0.0534553
 29.4912	0.152638		1.02389e+020	17.8873	1.69222		6.4782e-017	6.48755e-021		2.52664	0.0799271	0.0530921
 29.5012	0.154015		1.02352e+020	17.842	1.69213		6.47948e-017	6.4888e-021		2.53328	0.079398	0.0527314
 29.5112	0.155387		1.02314e+020	17.7969	1.69204		6.48076e-017	6.49006e-021		2.53992	0.0788726	0.0523733
 29.5212	0.156755		1.023e+020	17.7456	1.69191		6.48242e-017	6.4917e-021		2.54656	0.0783505	0.0520326
 29.5312	0.158119		1.023e+020	17.6908	1.69177		6.48432e-017	6.49357e-021		2.55321	0.0778318	0.051703
 29.5412	0.159478		1.023e+020	17.6361	1.69163		6.48621e-017	6.49544e-021		2.55985	0.0773163	0.0513754
 29.5512	0.160832		1.023e+020	17.5817	1.69149		6.48811e-017	6.49731e-021		2.5665	0.0768041	0.0510497
 29.5612	0.162182		1.023e+020	17.5274	1.69135		6.49e-017	6.49918e-021		2.57315	0.0762951	0.050726
 29.5712	0.163528		1.023e+020	17.4733	1.69121		6.4919e-017	6.50104e-021		2.5798	0.0757894	0.0504043
 29.5812	0.164868		1.023e+020	17.4194	1.69108		6.49379e-017	6.50291e-021		2.58645	0.0752869	0.0500845
 29.5912	0.166205		1.023e+020	17.3738	1.69096		6.4954e-017	6.5045e-021		2.5931	0.0747876	0.0497644
 29.6012	0.167536		1.023e+020	17.3383	1.69087		6.49666e-017	6.50574e-021		2.59976	0.0742915	0.0494438
 29.6112	0.168989		1.023e+020	17.2995	1.69077		6.49803e-017	6.5071e-021		2.60642	0.0737986	0.049126
 29.6212	0.170441		1.023e+020	17.2607	1.69067		6.49941e-017	6.50846e-021		2.61307	0.0733089	0.0488102
 29.6312	0.171888		1.023e+020	17.222	1.69057		6.50079e-017	6.50982e-021		2.61973	0.0728223	0.0484963
 29.6412	0.173329		1.023e+020	17.1835	1.69047		6.50216e-017	6.51117e-021		2.62639	0.0723388	0.0481844
 29.6512	0.174766		1.023e+020	17.1452	1.69037		6.50354e-017	6.51253e-021		2.63306	0.0718585	0.0478744
 29.6612	0.176197		1.023e+020	17.1069	1.69027		6.50491e-017	6.51388e-021		2.63972	0.0713813	0.0475663
 29.6712	0.177623		1.023e+020	17.0688	1.69018		6.50628e-017	6.51524e-021		2.64639	0.0709071	0.0472602
 29.6812	0.179044		1.023e+020	17.0309	1.69008		6.50765e-017	6.51659e-021		2.65305	0.0704359	0.0469559
 29.6912	0.18046		1.023e+020	16.9913	1.68998		6.50908e-017	6.518e-021		2.65972	0.0699678	0.046654
 29.7012	0.181871		1.023e+020	16.9439	1.68989		6.5108e-017	6.51969e-021		2.66639	0.0695027	0.0463559
 29.7112	0.183276		1.023e+020	16.8967	1.68979		6.51252e-017	6.52139e-021		2.67306	0.0690406	0.0460596
 29.7212	0.184677		1.023e+020	16.8497	1.68969		6.51423e-017	6.52308e-021		2.67973	0.0685814	0.0457652
 29.7312	0.186072		1.023e+020	16.8029	1.6896		6.51595e-017	6.52477e-021		2.68641	0.0681252	0.0454725
 29.7412	0.187582		1.023e+020	16.7522	1.68949		6.51781e-017	6.52661e-021		2.69309	0.0676718	0.0451826
 29.7512	0.189091		1.023e+020	16.7016	1.68939		6.51967e-017	6.52845e-021		2.69976	0.0672214	0.0448945
 29.7612	0.190595		1.023e+020	16.6511	1.68929		6.52154e-017	6.53029e-021		2.70644	0.0667738	0.0446082
 29.7712	0.192093		1.023e+020	16.6009	1.68919		6.52341e-017	6.53213e-021		2.71313	0.0663291	0.0443236
 29.7812	0.193585		1.023e+020	16.5508	1.68908		6.52527e-017	6.53397e-021		2.71981	0.0658872	0.0440407
 29.7912	0.195071		1.023e+020	16.4967	1.68897		6.52729e-017	6.53597e-021		2.7265	0.0654481	0.0437606
 29.8012	0.196552		1.023e+020	16.4242	1.68882		6.53001e-017	6.53865e-021		2.73319	0.0650118	0.0434867
 29.8112	0.198027		1.023e+020	16.3519	1.68867		6.53274e-017	6.54134e-021		2.73988	0.0645782	0.0432144
 29.8212	0.199496		1.023e+020	16.28	1.68852		6.53546e-017	6.54404e-021		2.74657	0.0641473	0.0429437
 29.8312	0.20096		1.023e+020	16.2083	1.68837		6.53819e-017	6.54673e-021		2.75327	0.0637192	0.0426747
 29.8412	0.202417		1.023e+020	16.1369	1.68822		6.54092e-017	6.54943e-021		2.75997	0.0632937	0.0424072
 29.8512	0.203869		1.023e+020	16.0658	1.68807		6.54366e-017	6.55213e-021		2.76667	0.0628708	0.0421412
 29.8612	0.205316		1.023e+020	16.0109	1.68795		6.54578e-017	6.55422e-021		2.77338	0.0624507	0.041873
 29.8712	0.206788		1.023e+020	15.9716	1.68785		6.5473e-017	6.55573e-021		2.78008	0.0620333	0.0416027
 29.8812	0.208334		1.023e+020	15.9302	1.68774		6.54891e-017	6.55731e-021		2.78679	0.0616185	0.0413345
 29.8912	0.209874		1.023e+020	15.8891	1.68764		6.55051e-017	6.55889e-021		2.7935	0.0612065	0.041068
 29.9012	0.211408		1.023e+020	15.8481	1.68753		6.55211e-017	6.56047e-021		2.80021	0.0607971	0.0408031
 29.9112	0.212936		1.023e+020	15.8073	1.68743		6.55371e-017	6.56205e-021		2.80693	0.0603903	0.0405399
 29.9212	0.214457		1.023e+020	15.7667	1.68732		6.55531e-017	6.56363e-021		2.81364	0.0599862	0.0402783
 29.9312	0.215972		1.023e+020	15.7262	1.68722		6.55691e-017	6.56521e-021		2.82036	0.0595847	0.0400183
 29.9412	0.217481		1.023e+020	15.6859	1.68712		6.5585e-017	6.56678e-021		2.82708	0.0591857	0.0397599
 29.9512	0.218983		1.023e+020	15.6458	1.68701		6.56009e-017	6.56835e-021		2.83379	0.0587894	0.0395031
 29.9612	0.220479		1.023e+020	15.5971	1.68691		6.56203e-017	6.57027e-021		2.84052	0.0583955	0.0392499
 29.9712	0.221968		1.023e+020	15.5471	1.68681		6.56403e-017	6.57224e-021		2.84724	0.0580042	0.0389986
 29.9812	0.223452		1.023e+020	15.4973	1.68671		6.56602e-017	6.57421e-021		2.85396	0.0576154	0.0387488
 29.9912	0.224928		1.023e+020	15.4477	1.68661		6.56801e-017	6.57617e-021		2.86069	0.0572291	0.0385005
 30.0012	0.226399		1.023e+020	15.3984	1.68651		6.57e-017	6.57814e-021		2.86742	0.0568453	0.0382537
 30.0112	0.227862		1.023e+020	15.3493	1.68641		6.57199e-017	6.58011e-021		2.87415	0.0564639	0.0380084
 30.0212	0.229398		1.023e+020	15.2977	1.6863		6.57409e-017	6.58217e-021		2.88089	0.056085	0.0377652
 30.0312	0.230946		1.023e+020	15.2458	1.6862		6.57621e-017	6.58427e-021		2.88762	0.0557085	0.0375236
 30.0412	0.232488		1.023e+020	15.194	1.68609		6.57832e-017	6.58636e-021		2.89436	0.0553344	0.0372835
 30.0512	0.234022		1.023e+020	15.1441	1.68598		6.58038e-017	6.58839e-021		2.9011	0.0549627	0.0370444
 30.0612	0.235549		1.023e+020	15.1033	1.68588		6.58206e-017	6.59005e-021		2.90784	0.0545934	0.0368048
 30.0712	0.237069		1.023e+020	15.0627	1.68578		6.58374e-017	6.59171e-021		2.91458	0.0542265	0.0365667
 30.0812	0.238583		1.023e+020	15.0222	1.68567		6.58542e-017	6.59337e-021		2.92133	0.053862	0.03633
 30.0912	0.240089		1.023e+020	14.982	1.68557		6.58709e-017	6.59502e-021		2.92808	0.0534998	0.0360948
 30.1012	0.241589		1.023e+020	14.9419	1.68547		6.58877e-017	6.59667e-021		2.93483	0.05314	0.035861
 30.1112	0.243081		1.023e+020	14.9021	1.68536		6.59043e-017	6.59832e-021		2.94158	0.0527825	0.0356286
 30.1212	0.244567		1.023e+020	14.8624	1.68526		6.5921e-017	6.59997e-021		2.94833	0.0524273	0.0353977
 30.1312	0.246045		1.023e+020	14.8229	1.68516		6.59376e-017	6.60161e-021		2.95508	0.0520745	0.0351682
 30.1412	0.247516		1.023e+020	14.7836	1.68506		6.59542e-017	6.60325e-021		2.96184	0.0517239	0.0349401
 30.1512	0.248981		1.023e+020	14.7457	1.68497		6.59703e-017	6.60484e-021		2.96859	0.0513756	0.0347132
 30.1612	0.250438		1.023e+020	14.7098	1.6849		6.59855e-017	6.60634e-021		2.97535	0.0510295	0.0344872
 30.1712	0.251917		1.023e+020	14.6734	1.68482		6.6001e-017	6.60788e-021		2.98211	0.0506858	0.0342628
 30.1812	0.253443		1.023e+020	14.6359	1.68474		6.60171e-017	6.60946e-021		2.98887	0.0503442	0.0340401
 30.1912	0.254962		1.023e+020	14.5985	1.68466		6.60331e-017	6.61104e-021		2.99564	0.0500049	0.0338188
 30.2012	0.256473		1.023e+020	14.5613	1.68459		6.60491e-017	6.61262e-021		3.0024	0.0496677	0.0335988
 30.2112	0.257976		1.023e+020	14.5243	1.68451		6.6065e-017	6.6142e-021		3.00917	0.0493328	0.0333802
 30.2212	0.259473		1.023e+020	14.4874	1.68443		6.60809e-017	6.61577e-021		3.01593	0.049	0.0331629
 30.2312	0.260961		1.023e+020	14.4508	1.68436		6.60968e-017	6.61734e-021		3.0227	0.0486695	0.032947
 30.2412	0.262442		1.023e+020	14.4143	1.68428		6.61126e-017	6.61891e-021		3.02947	0.048341	0.0327324
 30.2512	0.263916		1.023e+020	14.3781	1.6842		6.61285e-017	6.62047e-021		3.03625	0.0480147	0.0325191
 30.2612	0.265382		1.023e+020	14.342	1.68413		6.61442e-017	6.62203e-021		3.04302	0.0476906	0.0323072
 30.2712	0.26684		1.023e+020	14.3061	1.68405		6.61599e-017	6.62358e-021		3.0498	0.0473685	0.0320965
 30.2812	0.268291		1.023e+020	14.2696	1.684		6.6176e-017	6.62517e-021		3.05658	0.0470486	0.0318874
 30.2912	0.269734		1.023e+020	14.231	1.684		6.6193e-017	6.62685e-021		3.06335	0.0467307	0.03168
 30.3012	0.27117		1.023e+020	14.1927	1.684		6.62099e-017	6.62852e-021		3.07014	0.0464149	0.0314738
 30.3112	0.272597		1.023e+020	14.1545	1.684		6.62268e-017	6.63019e-021		3.07692	0.0461011	0.0312689
 30.3212	0.274018		1.023e+020	14.1166	1.684		6.62437e-017	6.63186e-021		3.0837	0.0457894	0.0310653
 30.3312	0.27543		1.023e+020	14.0789	1.684		6.62605e-017	6.63352e-021		3.09049	0.0454797	0.030863
 30.3412	0.276877		1.023e+020	14.0402	1.684		6.62778e-017	6.63523e-021		3.09728	0.0451721	0.0306621
 30.3512	0.278343		1.023e+020	14.001	1.684		6.62954e-017	6.63697e-021		3.10407	0.0448664	0.0304626
 30.3612	0.279801		1.023e+020	13.9621	1.684		6.63129e-017	6.6387e-021		3.11086	0.0445627	0.0302643
 30.3712	0.281252		1.023e+020	13.9233	1.684		6.63304e-017	6.64043e-021		3.11765	0.044261	0.0300672
 30.3812	0.282694		1.023e+020	13.8835	1.68397		6.63485e-017	6.64222e-021		3.12445	0.0439613	0.0298717
 30.3912	0.284128		1.023e+020	13.8354	1.68378		6.63704e-017	6.64438e-021		3.13124	0.0436635	0.029679
